,label,gender,profession,ideology_binary,ideology_multiclass,tweet
29614,@user194,female,politician,left,moderate_left,"Mi querida y añorada Carme Chacón ya tiene una calle con su nombre en #Sevilla. Carme fue una mujer valiente, luchadora, que rompió techos de cristal y que cambió la política de nuestro país abriéndonos camino a las demás. Pero sobre todo, Carme siempre será mi amiga."
46345,@user194,female,politician,left,moderate_left,"Hoy es un día triste para el @user y muy duro para mí. Ha fallecido Pepe Villa. Un excelente socialista almonteño. Alguien tan sencillo, cariñoso y bueno que va a dejar una huella para siempre en quienes lo hemos querido. Te vamos a echar mucho de menos, amigo mío."
49500,@user194,female,politician,left,moderate_left,"Lamento de corazón la pérdida de nuestro compañero Antonio Tejada. Un hombre bueno y luchador que deja huella en Zafarraya. . Un abrazo para sus familiares y amigos, pero sobre todo para su Trini. Descansa en paz, amigo."
13406,@user194,female,politician,left,moderate_left,"No se ha estrenado el nuevo Gobierno en #Andalucía y ya se ve que no hay uno, sino dos ejecutivos de dos partidos cada cual con su interés. Esta tarde haré una valoración más exhaustiva en el comité director del @user pero la carta de presentación es para alarmarse."
41387,@user194,female,politician,left,moderate_left,"El @user da todo su apoyo y colaboración al presidente @user tras convocar elecciones ante el bloqueo a los PGE de [POLITICAL_PARTY], [POLITICAL_PARTY] y el independentismo. Necesitamos una gran movilización para frenar lo ocurrido en #Andalucía con la suma de las derechas y ultraderecha"
24614,@user194,female,politician,left,moderate_left,"Llamo a una gran movilización de todos los andaluces y andaluzas para frenar al tridente de derechas del [POLITICAL_PARTY], Ciudadanos y la ultraderecha de [POLITICAL_PARTY]. El 2D tenemos que conseguir una gran mayoría para que #Andalucía siga avanzando. Gracias a l@s [POLITICAL_PARTY] de #Martos por su respaldo."
31107,@user194,female,politician,left,moderate_left,"Hace un año ya que se marchó Pablo Ráez, pero su huella y su meta siguen presentes entre nosotros: lograr que las donaciones de médula lleguen al millón. Él nos dejó toda una lección de vida que perdurará para siempre: lo triste no es morir, lo triste es no saber vivir."
16993,@user194,female,politician,left,moderate_left,La violencia contra las mujeres es el vivo ejemplo de la desigualdad. No hay nada peor para la sociedad que acostumbrarse a los minutos de silencio. Como escribe @user “Con la venda de los ojos me hice un lazo en el pelo y ahora estoy más guapa y menos ciega” #25N [#POLITICAL_PARTY]
5383,@user194,female,politician,left,moderate_left,Poner a los jóvenes en el centro de la accion política para que se puedan emancipar y acceder a la cultura es de justicia. ¿Qué hace la derecha española por la juventud aparte de querer culparlos de todos los desastres de la humanidad?. Así lo he defendido hoy en @user
45069,@user194,female,politician,left,moderate_left,"Moreno Bonilla tiene que dejar de lado sus cálculos y atender lo importante: la vacunación. Después de tres meses, sólo han vacunado a uno de cada cuatro andaluces mayores de 80 años. Y a los que viven en pueblos pequeños los mandan a kilómetros de sus casas. No es humano."
19842,@user194,female,politician,left,moderate_left,#Andalucía lidera en #España la reducción de paro y la creación de empleo en 2018. Datos que demuestran que la gestión socialista estaba dando sus frutos y recuperando lo mucho que nos arrebató la crisis. Confío en que el nuevo Gobierno de las derechas no trunque esta dinámica.
15544,@user194,female,politician,left,moderate_left,Hoy comparto desde esta tribuna pública la enorme alegría y satisfacción que sentí el martes al tomar posesión de mi nueva responsabilidad como Senadora en representación del Pueblo andaluz. 📝 Os dejo una nueva entrada en mi blog. .
13769,@user194,female,politician,left,moderate_left,"Hoy es un gran día para la #Cultura porque hemos inaugurado en #Valderrubio la Casa de Bernarda Alba tras su rehabilitación. Un hito más en un año especial, en el que el legado de nuestro poeta universal, Federico García #Lorca, ha vuelto a casa, a #Andalucía."
40328,@user194,female,politician,left,moderate_left,"Los derechos humanos no se discuten, se defienden, y el. derecho a la vida y la igualdad de las mujeres lo es. Hay que poner barreras al ‘a por ell@s’ que la ultraderecha y quienes les blanquean iniciaron en #Andalucía y quieren exportar a #España. Ésa es nuestra batalla. #25N💜"
17401,@user194,female,politician,left,moderate_left,Esta batalla la hemos librado desde Andalucía durante años y siempre chocábamos con el gobierno central del [POLITICAL_PARTY]. Con el @user en Madrid damos un paso más para eliminar el peaje. Y eso que el nuevo gobierno andaluz de derechas no ha movido ni un dedo.
43386,@user194,female,politician,left,moderate_left,"Afrontamos con fuerza, ilusión y la certeza de obtener una mayoría más amplia para el @user las elecciones del próximo #10N. Y trabajamos intensamente desde ya para lograrlo. Hoy, junto a @user y los alcaldes, alcaldesas y portavoces [POLITICAL_PARTY] de la provincia de #Jaén💪📩"
13282,@user194,female,politician,left,moderate_left,"Siento la pérdida de Pilar Palazón. Mi pésame a sus allegados y a toda la provincia de Jaén, un territorio por el que luchó con pasión. Impulsora del Museo Íbero, Medalla de Andalucía y Medalla de Oro al mérito de las Bellas Artes, descanse en paz."
4902,@user194,female,politician,left,moderate_left,"España merece que este espectáculo de la #MociónDeCensura no sea en vano. Que sirva para que el [POLITICAL_PARTY] asuma la madurez de romper amarras con el fascismo, que imiten a la derecha europea y se sumen al necesario cordón sanitario contra los que siembran odio. Y dejen ya de blanquearlos"
16519,@user194,female,politician,left,moderate_left,"Hay mil motivos para votar al @user el #10N, pero hay uno que dará dignidad, reparación y justicia a 50.000 andaluces que están en las cunetas. Gracias @user por tu arrojo con la memoria histórica en esta semana en la que #España será más democrática y tolerante.🌹"
5964,@user194,female,politician,left,moderate_left,"La Sevilla que hoy conocemos tiene mucho de él. De su sensatez, de su lucha por la justicia social y de su defensa de nuestra tierra, un legado que nos acompañará para siempre. . Que la tierra te sea leve, querido compañero. Te echaremos mucho de menos."
22749,@user194,female,politician,left,moderate_left,"Hoy es un día para honrar a nuestros padres, madres y abuel@s que aquel #28F salieron a las calles de nuestra tierra para reclamar en las urnas una #Andalucía de primera e igualdad para toda España. A todos los andaluces y andaluzas os deseo un feliz #DíadeAndalucía."
29363,@user194,female,politician,left,moderate_left,"La @user da voz a muchos artistas y profesionales del sector que con esta pandemia lo están pasando muy mal. El flamenco es mucho más que un arte, y desde el Gobierno andaluz se esperan medidas urgentes para salvar el futuro de este motor económico tan de nuestra tierra."
10471,@user194,female,politician,left,moderate_left,"Ya he ejercido mi derecho al voto en las #EleccionesAndalucía. Hoy es un día de celebración, un día para comprometernos con el futuro de nuestra tierra, un día de mucha ilusión y de responsabilidad. Hago un llamamiento a las urnas, que vayamos tod@s y que participemos."
29934,@user194,female,politician,left,moderate_left,El Gobierno andaluz de [POLITICAL_PARTY] y [POLITICAL_PARTY] acaba de anunciar la subida del precio de las plazas en escuelas infantiles de 0 a 3 años para el próximo curso. ¿Ésta es la manera que tienen las derechas de ayudar a las familias y fomentar la conciliación? Una salvajada y un engaño más.
4018,@user194,female,politician,left,moderate_left,"No hay 17 modelos educativos en España sino dos: el de la derecha que recorta y el de gobiernos [POLITICAL_PARTY] que apuestan por lo público. Y eso ocurre en Andalucía. Después de décadas de avance, ha bastado un año y medio de la derecha para el colapso de nuestro sistema educativo."
6156,@user194,female,politician,left,moderate_left,💚💜 Enorme la #CopaACB de nuestro @user que no ha podido en la final ante un @user muy fuerte 👉 Enhorabuena a todo el equipo y a la afición malagueña . 🔥 El Martín Carpena ha sido una fiesta y Málaga ha respondido a la cita como siempre 💪. 🏀 #InLoveConLaCopa
6231,@user194,female,politician,left,moderate_left,"Hoy es el Día de la #MemoriaHistórica de Andalucía, en homenaje a l@s represaliad@s por el golpe militar y la Dictadura. Moreno Bonilla entierra una Ley de Memoria a la que ni él ni su partido se opusieron en 2017. Debería explicar por qué la paraliza y abandona a las víctimas."
35702,@user194,female,politician,left,moderate_left,"En unas horas se acabará para siempre el peaje de la AP-4 entre #Cádiz y #Sevilla. Un hecho de justicia con #Andalucía que es posible gracias al compromiso del Gobierno central del @user. La defensa de esta tierra se demuestra con hechos, no con promesas en el aire."
25985,@user194,female,politician,left,moderate_left,Mis compañer@s del [POLITICAL_PARTY] de #CuevasBajas me han regalado el honor de inaugurar su Casa del Pueblo y poder compartir parte de la tarde con amig@s [POLITICAL_PARTY]. Necesitamos toda la fuerza del @user para conseguir un gran resultado el #28A y #26M que frene a la derecha.
37840,@user194,female,politician,left,moderate_left,"En momentos de crisis se vuelve a demostrar que lo que nos salva es el sistema público. Por eso, en nuestra mano tendida al Gobierno andaluz sólo hay una línea roja: la defensa de una sanidad pública de garantías o una educación de calidad. Salvaguardar lo público, lo de todos."
42637,@user194,female,politician,left,moderate_left,"Conmocionada e indignada por la muerte de un niño en la Playa de Getares, #Algeciras. Hay que poner, de una vez por todas, los medios que hagan falta para acabar con las actividades ilegales en el Estrecho, que siembran el temor y el dolor entre la buena gente de la Comarca."
436,@user194,female,politician,left,moderate_left,La sede del @user en #RoquetasdeMar ha amanecido con pintadas de intolerantes que no frenarán la lucha por la #MemoriaHistórica en nuestro país. Esto demuestra que aún queda mucho por hacer. Mi condena a estos actos y mi apoyo a l@s compañer@s del @user.
45534,@user194,female,politician,left,moderate_left,"Buen ambiente de cara a este #28A en el reparto electoral con ML Faneca, @user y @user en el Barrio de la Orden de #Huelva. El único voto útil es el @user, lo demás abre la puerta a que las derechas sumen. Por la #España que merecen nuestr@s hij@s y niet@s."
9836,@user194,female,politician,left,moderate_left,En unas horas será la vuelta al cole en Andalucía y la Junta se ha presentado con los deberes sin hacer. No pueden pretender un regreso a las aulas en las mismas condiciones que en las que se fueron el 13 de marzo. Es urgente bajar la ratio a 20 y articular protocolos sanitarios.
38710,@user211,male,journalist,right,moderate_right,El Ministro de Sanidad Salvador Illa sin mascarilla en la estación del AVE. Dice que era para una sesión de fotos. La comida con 11 en la mesa en la que participó en Cantabria sería para una portada de Hola. Por menos los hay que dimiten.
42383,@user211,male,journalist,right,moderate_right,"Así actúa nuestro magnífico @user frente al Gobierno de Marruecos que utiliza a sus ciudadanos como chantaje político, aunque muchos mueran.#SomosElEjército"
34299,@user211,male,journalist,right,moderate_right,"Qué grande @user en la Unión Europea diciéndole a la cara a Puigdemont lo que es, y qué pena ver al final los escaños vacíos."
29972,@user211,male,journalist,right,moderate_right,"En la quinta y sexta planta vivían los sacerdotes del edificio que ha explotado. Entre ellos hay heridos, un voluntario desaparecido. Posible explosión de la caldera del edificio."
40737,@user211,male,journalist,right,moderate_right,Intento de robo en el Pica&amp;Pica de San Agustín del Guadalix. Si alguien puede identificarlo que llame a la Guardia Civil al 062.
50127,@user211,male,journalist,right,moderate_right,7 detenidos y habrán más por la paliza al chico de Amorebieta. 5 de ellos menores y los hay con antecedentes. Lo contamos en @user de @user en unos minutos.
22613,@user211,male,journalist,right,moderate_right,"'Levántate OK' a Junqueras: «Pides liberar a presos de ETA, que cometió el peor atentado en Cataluña»:"
31299,@user211,male,journalist,right,moderate_right,En unos minutos en @user de @user. Se analizan muestras de adn encontrados en la bañera de la casa del padre de las niñas desaparecidas en Tenerife.
43116,@user211,male,journalist,right,moderate_right,Más de 400 exmilitares firman un nuevo manifiesto en defensa de la Constitución . Si lo leéis lo firmaría hasta Felipe González.
2268,@user211,male,journalist,right,moderate_right,"El programa de @user en @user subió un 18% su audiencia antes de que se lo cargaran, según el último EGM. Felicidades a los directivos de la cadena por su inteligencia empresarial."
23922,@user211,male,journalist,right,moderate_right,Felicidades al magnífico abogado @user por la liberación sin fianza de Rafael Amargo. No se sostiene por lo incautado la acusación de organización criminal. Iré a ver al artista al @user
37148,@user211,male,journalist,right,moderate_right,"@user Hola, escríbeme en privado, cuéntame y dame correo o telf. Algo haremos."
954,@user211,male,journalist,right,moderate_right,¿Porqué se multiplican las multas por participar en fiestas ilegales con toque de queda ? ¿Se pagan? Hoy lo contamos en @user de @user
13238,@user211,male,journalist,right,moderate_right,Aprendí mucho esta mañana de la defensa de las víctimas del terrorismo. En @user hacéis una gran labor.
34923,@user211,male,journalist,right,moderate_right,Los niños si estaban en el colegio pero no hay más que un niño herido leve. Todos los niños y todos los ancianos de la residencia están bien. Se habla de dos fallecidos.
899,@user211,male,journalist,right,moderate_right,@user @user @user @user @user @user @user @user Siempre es un placer hablar de Cordoba y escuchar la pasión que le pones al promocionarla.
3991,@user211,male,journalist,right,moderate_right,"Esto dijo Isa Serra a una mujer policía: “Eres cocainómana, mala madre, hija de puta, con todo lo que hemos luchado las mujeres, contigo se pierde todo. Tu hijo tendría que tener una pistola para pegarte un tiro”"
45796,@user211,male,journalist,right,moderate_right,"Hoy el taxi de Madrid pide ayuda desesperada a su Ayuntamiento y a quien corresponda. 25.000 familias no pueden más. El mismo trato que a otros sectores, no el olvido, como hasta ahora."
2295,@user211,male,journalist,right,moderate_right,"@user venganza sería hacerle soportar a usted 25 años de Pujolismo, y revancha ponerle a su partido cinturones sanitarios por sentirse lo que es, español. El juez Marchena hizo bien su trabajo. Haga usted bien el suyo o váyase."
25516,@user211,male,journalist,right,moderate_right,Marlaska se gasta 2700€ de dinero público en su cinta de correr y las fuerzas de seg. del Estado se han de comprar los chalecos con dinero de sus bolsillos.
4096,@user211,male,journalist,right,moderate_right,"¿Qué más nos puede pasar.? Un pequeño terremoto de 2,3 grados afecta a la zona sur de la Comunidad de Madrid via @user"
5246,@user211,male,journalist,right,moderate_right,"Sorprendido tras el debate: Ayuso muy floja, Gabilondo muy incómodo, Iglesias en su salsa, Edmundo muy sólido, Monica muy nerviosa y la ganadora para mi, Rocio Monasterio. Sorprendente debate."
27464,@user211,male,journalist,right,moderate_right,Hay novedades en la desaparición de un padre con sus dos hijas en Tenerife. En unos minutos lo contamos en @user de @user
7871,@user211,male,journalist,right,moderate_right,Se investiga si el asesino del niño de 9 años en La Rioja está detrás de otros asesinatos de mujeres en la zona. Los vecinos sabían de sus intenciones y avisaron a la Policía. Lo contamos hoy en @user de @user
46058,@user211,male,journalist,right,moderate_right,Ya ha conseguido emular la guerra civil otra vez: frente a Ayuso ¡¡No Pasarán!! Solo son estertores de un partido en caída libre como Podemos.
28673,@user211,male,journalist,right,moderate_right,@user @user @user @user @user @user @user @user @user Hoy lo comentamos y se lo paso al Ayto. Gracias!
36393,@user211,male,journalist,right,moderate_right,"El desgobierno de la Generalitat y Colau, dejando hacer. Tv3 diciendo que luchan “por la libertad de expresión”. Cuando Bcn se levantará al grito de BASTA YA"
3806,@user211,male,journalist,right,moderate_right,Todo a punto desde #RoquetasdeMar para asistir a la #PremiosCírculoRojo2021 . #PremiosCirculoRojo donde estoy nominado al al ensayo por #elorigendelapandemia
35203,@user211,male,journalist,right,moderate_right,"El asesino de las niñas de Tenerife tenia un plan, hacer sufrir a la madre el resto de su vida. Contamos los detalles hoy en @user de @user"
23092,@user211,male,journalist,right,moderate_right,"Magnífica reflexión de @user, el diputado más parecido a Goya en el Congreso: La vida en rosa de Francisco de Goya. @user"
44058,@user211,male,journalist,right,moderate_right,Este es el gobierno patriota que prometía ayudar a la gente: la segunda mayor subida de la luz en su historia.
30468,@user211,male,journalist,right,moderate_right,"Este fin de semana se doblan los controles de alcoholemia en Madrid, casi como en nochevieja. Lo contamos en unos minutos en @user de @user"
32235,@user211,male,journalist,right,moderate_right,"Nieto de un alcalde franquista y actor amateur, se le nota el teatro, en política desde los 16 años, fue copropietario de una cadena hotelera que sigue construyendo donde otros no consiguen permisos, como Salou. Y dice que será el President de todos,... de todos los Indepes claro"
18232,@user211,male,journalist,right,moderate_right,@user @user @user Es magnífico hablar con gente que entiende de lo que habla. Eres una buena gestora y el turismo de Cordoba está en buenas manos.
25424,@user211,male,journalist,right,moderate_right,"La venganza de Iglesias, irse sin avisar a Sánchez, el día del homenaje a Azaña. La del Pte “felicitarle” por la gran gestión de las residencias. Actúan los dos como una mafia."
35506,@user211,male,journalist,right,moderate_right,Felicidades a @user y su magnífico programa @user por ganar la Antena de Oro 2020 a su trayectoria. El periodista más valiente durante la pandemia y el que dijo más verdades. Te lo mereces!!!!
35284,@user211,male,journalist,right,moderate_right,Qué pena que una organización tan prestigiosa como @user haya cometido el gran error de inundar con publicidad los digitales para defender a un sociópata delincuente.
41415,@user211,male,journalist,right,moderate_right,'Levántate OK': Cárdenas lamenta que Sánchez llame a Rocío Carrasco y no a víctimas de otros delitos:
29670,@user211,male,journalist,right,moderate_right,"@user ahora resulta que desde tu chalet de Galapagar decides quien pisa o no tu viejo barrio. Eso sí es fascismo. ""No vais a salir vivos de aquí"": la batalla de Vallecas vista desde dentro"
2138,@user211,male,journalist,right,moderate_right,"Durante años @user ha sido distinto a todos, comprometido con la verdad y eso no se perdona. Tenerle es un lujo. Jamás trabajé con mayor libertad que con él. Volveremos compañero! Javier Cárdenas, despedido de Europa FM de la noche a la mañana."
32569,@user211,male,journalist,right,moderate_right,"Orgulloso de haber firmado este manifiesto. Avui tots a votar amb seny . Personalidades firman un manifiesto con el que piden una alta participación ""para frenar el separatismo"""
9192,@user211,male,journalist,right,moderate_right,"Hoy que algunos hablan de chiringuitos, que se miren antes el ombligo. El Gobierno bate récords de asesores en España: 764 enchufados x"
8767,@user211,male,journalist,right,moderate_right,"Que políticos que defienden delitos acusen a un periodista, es un honor para el periodista @user. Deberían preocuparse otros muchos compañeros complacientes con el poder a cambio de subvenciones."
20790,@user211,male,journalist,right,moderate_right,"Se han producido 2 explosiones. Los cascotes han caído al patio del colegio, ya no había niños en su interior a esa hora."
4195,@user211,male,journalist,right,moderate_right,"Todos los líderes políticos nacionales han condenado el intento de asesinato a un Policía Municipal de Bcn, todos menos el vicepte del gobierno Pablo Iglesias. Destitución ya !!"
11233,@user211,male,journalist,right,moderate_right,"Tienes razón y fue el Pte que más indultó por el tiempo que estuvo, pero nunca dijo en campaña “nunca indultaré a los del Gal” cosa que luego hizo, Sánchez mintió a sus votantes. Abrazos"
9719,@user211,male,journalist,right,moderate_right,Última hora de la búsqueda de Ana y el asesino de Tomas. Hay un objeto en el punto de mira. En unos minutos en @user de @user
5576,@user211,male,journalist,right,moderate_right,"Nuevo récord de fiestas ilegales en Madrid, casi 500 pilladas in fraganti. Además los detalles de la detención del ex pte del Barça, Bartomeu. Hoy en @user de @user"
7126,@user211,male,journalist,right,moderate_right,¿Quiénes son los antisistema que destrozan nuestras ciudades y negocios? Lo contamos en unos minutos en @user de @user
14948,@user211,male,journalist,right,moderate_right,Los autores de la paliza a Alexander en Amorebieta se hacen llamar “Los hermanos Koala” tienen múltiples antecedentes. En unos minutos en @user de @user
28551,@user239,female,politician,right,moderate_right,"⁦@user⁩ , . Se nota que usted de servicios sociales sabe poco. Sabiamos q las resis de mayores serían carne de cañón para Covid19. . Negligente gestión. Tardía respuesta. Déjese de mítines y metase en casa de una vez. La coleta no le inmuniza"
41335,@user239,female,politician,right,moderate_right,"El [POLITICAL_PARTY] de Asturias tiene un compromiso , la sostenibilidad del Medio rural. Sabemos que la ganadería extensiva es fundamental para ello y tienen el compromiso de @user para q él 🐺 no llegue al LESPRE"
24221,@user239,female,politician,right,moderate_right,La 🇪🇸 que alza su voz porque quiere oportunidades y atencion tiene un aliado en el @user
12395,@user239,female,politician,right,moderate_right,"Los diputados de [POLITICAL_PARTY] de la Comisión de Transición Ecológica y Reto Demográfico junto con los compañeros del @user en Trillo. . La Central Nuclear de Trillo abastece a + de un millón y medio de personas, emplea a 1000 trabajadores y es fuente de riqueza de su comarca."
247,@user239,female,politician,right,moderate_right,"Teruel Existe llegó al Congreso con el ímpetu de la nueva política , no tardó en acomodarse a la peor política , la que le ofreció el [POLITICAL_PARTY] . Por Teruel no ha hecho nada por España menos"
9533,@user239,female,politician,right,moderate_right,"Felicidades, una gran política y ahora @user también nuestra portavoz. Súper agradecida a @user q nos ha regalado momentos gloriosos en la tribuna siempre defiendo nuestro partido y 🇪🇸"
19824,@user239,female,politician,right,moderate_right,"Cuando Page se refiere a las obras en infraestructuras sanitarias, imaginamos que también se refiere a los figurantes de Guadalajara, al nuevo Hospital Fantasma de Toledo o al inexistente nuevo Hospital de Albacete #PodemosconPage"
17501,@user239,female,politician,right,moderate_right,Gracias a @user y a su presidente @user por la invitación. [#POLITICAL_PARTY] un día más cerca de ganar las elecciones @user
27540,@user239,female,politician,right,moderate_right,#UnaMociónContraEspaña. La ambición desmedida de un Sanchez al frente de un [POLITICAL_PARTY] desnortado no puede hundir 🇪🇸. . Nuestra suerte hoy como nación se llama @user. Nosotros @user lo sabemos y ellos tb.
31342,@user239,female,politician,right,moderate_right,"📔La agenda 2030, . 📍una agenda trasversal . 📌una agenda transformadora . que el Gobierno de Sánchez deja en manos de la izquierda radical , no hay mayor desprecio. . @user @user🖌marcará esta 📔que los españoles necesitan"
46197,@user239,female,politician,right,moderate_right,Solo @user podía hacer esta campaña tan solida y cercana a las raíces del partido. Me alegra q reciba en Cariño el fruto de tanto y tanto trabajo. @user PRESIDENTA
7549,@user239,female,politician,right,moderate_right,"La prevención y extinción de incendios se hace imprescindible en la conservación del medio natural , tenemos que trabajar en planes de gestión forestal en la lucha contra el cambio climático. . Hoy he acompañado a algunos de los agrucultores de Hellín q han padecido el incendio."
21928,@user239,female,politician,right,moderate_right,"Felicidades a los compañeros diputados regionales con @user a la cabeza , orgullosos de hacer presión democratica , es tiempo de mostrar la vocación por los demás cada uno desde su puesto y el nuestro es el parlamento"
18032,@user239,female,politician,right,moderate_right,"@user , sabe quien es su adversario, la izquierda y los independentistas."
17290,@user239,female,politician,right,moderate_right,"@user ya tiene una Ley de cambio climático🐸🦎🌳 para viajar por el 🌍 de conferenciante . . Su alianza es: [POLITICAL_PARTY] PODEMOS Y CIUDADANOS. El medio rural 🌾🚜el gran olvidado, entre otros."
29545,@user239,female,politician,right,moderate_right,#GarantizarLasPensiones . Rebajas fiscales para pensionista y familias en los PGE 2018 . Magnífica oportunidad que tienen las fuerzas políticas para retratarse
18782,@user239,female,politician,right,moderate_right,@user Todo nuestro apoyo y ayuda. Eres la suerte que merece el Pais Vasco
11494,@user239,female,politician,right,moderate_right,"En la primera ola fue Albacete , en esta Toledo. Esta es la triste gestión de ⁦@user⁩ y ⁦@user⁩ , a lo que sin sonrojo responde que hemos pasado épocas peores , de verdad, Es cuánto tiene que decir?👇👇"
30954,@user239,female,politician,right,moderate_right,"Teresa Ribera, elude su reunión más importante, la del @user. . El @user le urge a comparecer, presión democrática se llama. Queremos q los primeros en su agenda sean los españoles, q están representados en el Congreso. .#DesconfianzamientoSanchez"
25430,@user239,female,politician,right,moderate_right,"Después de alcanzar la Nueva normalidad precipitadamente en una desescalda q parecía q íbamos de oca en oca , @user nos coloca en la casilla Del Pozo , en la q el se maneja bien. @user y @user pongamos pie en pared a este atropello , así no"
27933,@user239,female,politician,right,moderate_right,"Las infraestructuras que AB necesita no van a venir de la mano del [POLITICAL_PARTY], ayer lo constataba su voto en contra a la propuesta del [POLITICAL_PARTY]. . Si queremos un Albacete con futuro, que crezca y consolide su progreso como la gran capital de CLM que es solo hay una opción: [POLITICAL_PARTY]"
37745,@user239,female,politician,right,moderate_right,"🔴otra vez el @user y @user dan la espalda a los hosteleros, autónomos, pequeños comerciantes y empresarios de la región a los q el Covid y su nefasta gestión los tiene con la soga al cuello . No tiene explicación alguna . . 👏👏@user"
17061,@user239,female,politician,right,moderate_right,"Elvira Rodriguez, vicesecretaria sectorial del [POLITICAL_PARTY] en albacete para trasladar a los hosteleros que frente a la inacción del gobierno el [POLITICAL_PARTY] propone el plan 5*5 . 📍MENOS IMPUESTOS. 📍MAYOR FLEXIBILIDAD LABORAL. 📍FACILIDAD PARA REABRIR NEGOCIOS . 📍MEJOR FORMACIÓN . 📍MÁS COMPETITIVIDA"
22700,@user239,female,politician,right,moderate_right,"En cinco minutos, @user desmonta la investidura vacía de Sánchez y su política de España. Deja claro su lealtad institucional, tendiendo la mano para pactos de Estado. Ofrece un proyecto ilusionante, con un [POLITICAL_PARTY] que siempre servirá a España. Casado, siempre, con España"
40223,@user239,female,politician,right,moderate_right,"NI ME QUITA EL SUEÑO NI ME DA RISA . ESTO ES MUYYY SERIO. Tanto sacrificio, tanto esfuerzo, tanto amor de nuestros padres por una . 🇪🇸libre . 🇪🇸democrática . 🇪🇸prospera . Merece q seguimos trabajando por 🇪🇸. . Pie en pared a los comunistas . 🇪🇸 SUMA = [POLITICAL_PARTY] 💪💪ALTERTANATIVA"
32045,@user239,female,politician,right,moderate_right,"El [POLITICAL_PARTY] CLM ha entrado en los últimos meses en una deriva radical, en consonancia con los dictados de Sánchez, perdiendo la moderación y la identidad propia. #BlackPage está cada vez más radicalizado y dice una cosa en los medios nacionales y hace la contraria en la región"
3297,@user239,female,politician,right,moderate_right,"@user , gracias por confiar en AB. Los PGE demuestran el compromiso del gobierno de Rajoy con El Progreso y el desarrollo de los Albaceteños."
653,@user239,female,politician,right,moderate_right,"🔜. 📅Hoy junto a Manuel Serrano, Vicente Aroca y María Gil hemos tenido el placer de visitar AFANION 👨‍👩‍👧‍👦 (Asociación de Familias de Niños con Cáncer de Castilla La Mancha), que desde aquí aprovecho para darles la…"
19901,@user239,female,politician,right,moderate_right,@user responde a la petición coactiva de Sanchez de abstención del @user con un contundente NO . NO a qué Sanchez sea presidente con nuestros votos para pactar con los separatistas . El elefante morado con lazo amarillo está aquí . #InvestiduraCongreso19
33362,@user239,female,politician,right,moderate_right,👏👏intervención de la SG @user. Orgullosa de este gran partido en el que militan casi un millón de españoles que aman su país y que quieren los mejor para los españoles . Bravo!!!!
29576,@user239,female,politician,right,moderate_right,"📍. 👉🏻Hoy hemos acabado la jornada en la procesión infantil ""Dejad que los niños se acerquen a mí"", donde niños de 4 a 12 años han portado replicas de los pasos de Semana Santa. •. 👉🏻Hemos…"
38015,@user239,female,politician,right,moderate_right,@user un gran señor q apoya q una gran señora @user. Este es el [POLITICAL_PARTY] q yo quiero. [#POLITICAL_PARTY]
46234,@user239,female,politician,right,moderate_right,📅. 👉🏻Hoy en el debate de @user 📻 hemos evidenciado que 🍊 [POLITICAL_PARTY] Albacete traicionó 👎🏻 a sus electores pactando con el [POLITICAL_PARTY] 🥀. •. •. 👉🏻[POLITICAL_PARTY] ni si quiera ha querido participar en la cita🤨. •. •. #PorTodoLoQueNosUne [#POLITICAL_PARTY] 🅿️🅿️…
2795,@user239,female,politician,right,moderate_right,"En el reparto de 16.000M euros a las CC.AA , Sánchez se deja las gafas de lo rural en el cajón y no atiende a este criterio. @user como siempre consigue lo imposible, enfadar a todo el mundo. . #Soria #Cuenca #Teruel @user. @user @user"
10272,@user239,female,politician,right,moderate_right,"El [POLITICAL_PARTY] ha utilizado hoy su cupo de iniciativas en comisión para pedir teletrabajo y acabar con la temporalidad , 🤦‍♀️. El RD-ley 29/2020 ya estaba aprobado y la STS q resuelve la temporalidad aprobada recientemente . Su vergüenza la OEP DE ESTOS PGE. Q no te engañen"
43443,@user239,female,politician,right,moderate_right,"Menos mal que tenemos la LEY para aplicarla, si no que sería de nosotros frente aquellos que quieren imponer su voluntad revestidos de la superioridad q su ideología de izquierda se creen q les otorga . QUE MADRID VOTE Y DECIDA ! . Yo con @user"
30344,@user239,female,politician,right,moderate_right,"@user @user Querida @user, desde el respeto no puedo dejar de contestarle q el feminismo del 8M contra el q está el sr. alcalde Madrid es el de las diputadas y ministras del [POLITICAL_PARTY] q hacen del 8M una ocasión para el insulto y descrédito de las mujeres del [POLITICAL_PARTY]. Ese es su 8M?"
24155,@user239,female,politician,right,moderate_right,"👉🏻Acabo la jornada del sábado en el pregón de Semana Santa de Pozocañada, a cargo de la Hermandad de San Juan y con la presencia de Llanos Soria y Juan Antonio Moreno Moya. •. #️⃣ Partido…"
34782,@user239,female,politician,right,moderate_right,@user Es una encuesta a pie de sede socialista...
8376,@user239,female,politician,right,moderate_right,"Esa mayoría en torno a @user asegura El cambio para Vila. Un cambio para avanzar. Un cambio para El Progreso . Un cambio desde todos y para todos, con diálogo y acuerdos. #VilaYaEsHora"
