Topic	PC	Keywords	Text	label	tweet
6.0	0.1239	ley, derecho, mujer, igualdad, violencia, lucha, educacion, vida, niño, hombre, luchar, joven, proteger, sociedad, menor, existir, vivienda, genero, minimo, clase	['derecho', 'humanos', 'discutir', 'defender', 'derecho', 'vida', 'igualdad', 'mujer', 'barrera', 'ultraderecha', 'blanquear', 'iniciar', 'andalucia', 'querer', 'exportar', 'españa', 'batalla']	@user194	Los derechos humanos no se discuten, se defienden, y el. derecho a la vida y la igualdad de las mujeres lo es. Hay que poner barreras al ‘a por ell@s’ que la ultraderecha y quienes les blanquean iniciaron en #Andalucía y quieren exportar a #España. Ésa es nuestra batalla. #25N💜
12.0	0.1104	españa, gobierno, español, presidente, andalucia, cumplir, apoyo, contar, merecer, tierra, permitir, esfuerzo, punto, recuperar, alto, andaluz, junta, region, representar, historico	['batalla', 'librar', 'andalucia', 'chocibar', 'gobierno', 'central', 'madrid', 'paso', 'eliminar', 'peaje', 'gobierno', 'andaluz', 'derecha', 'movido', 'dedo']	@user194	Esta batalla la hemos librado desde Andalucía durante años y siempre chocábamos con el gobierno central del [POLITICAL_PARTY]. Con el @user en Madrid damos un paso más para eliminar el peaje. Y eso que el nuevo gobierno andaluz de derechas no ha movido ni un dedo.
7.0	0.1226	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['afrontar', 'fuerza', 'ilusion', 'certeza', 'obtener', 'mayoria', 'amplio', 'eleccion', 'intensamente', 'lograr', 'alcalde', 'alcaldesa', 'portavoz', 'provincia', 'jaen']	@user194	Afrontamos con fuerza, ilusión y la certeza de obtener una mayoría más amplia para el @user las elecciones del próximo #10N. Y trabajamos intensamente desde ya para lograrlo. Hoy, junto a @user y los alcaldes, alcaldesas y portavoces [POLITICAL_PARTY] de la provincia de #Jaén💪📩
7.0	0.1946	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['sentir', 'perdida', 'pilar', 'palazon', 'pesame', 'allegado', 'provincia', 'jaen', 'territorio', 'luchar', 'pasion', 'impulsor', 'museo', 'ibero', 'medalla', 'andalucia', 'medalla', 'oro', 'merito', 'bello', 'arte', 'descansar', 'paz']	@user194	Siento la pérdida de Pilar Palazón. Mi pésame a sus allegados y a toda la provincia de Jaén, un territorio por el que luchó con pasión. Impulsora del Museo Íbero, Medalla de Andalucía y Medalla de Oro al mérito de las Bellas Artes, descanse en paz.
1.0	0.1448	partido, votar, derecha, voto, eleccion, ganar, izquierda, perder, cataluña, gobernar, mayoria, campaña, interes, gobierno, favor, mocion, oposicion, catalan, pacto, pactar	['españa', 'merecer', 'espectaculo', 'mociondecensura', 'vano', 'servir', 'asumir', 'madurez', 'romper', 'amarra', 'fascismo', 'imitar', 'derecha', 'europeo', 'sumir', 'cordon', 'sanitario', 'sembrar', 'odio', 'blanquear']	@user194	España merece que este espectáculo de la #MociónDeCensura no sea en vano. Que sirva para que el [POLITICAL_PARTY] asuma la madurez de romper amarras con el fascismo, que imiten a la derecha europea y se sumen al necesario cordón sanitario contra los que siembran odio. Y dejen ya de blanquearlos
5.0	0.1749	libertad, defender, español, democracia, justicia, victima, pueblo, eta, historia, defensa, rey, odio, memoria, constitucion, acto, democratico, institucion, vasco, recordar, dignidad	['motivo', 'votar', 'dignidad', 'reparacion', 'justicia', 'andaluz', 'cuneta', 'arrojo', 'memoria', 'historico', 'españar', 'democratico', 'tolerante']	@user194	Hay mil motivos para votar al @user el #10N, pero hay uno que dará dignidad, reparación y justicia a 50.000 andaluces que están en las cunetas. Gracias @user por tu arrojo con la memoria histórica en esta semana en la que #España será más democrática y tolerante.🌹
7.0	0.1087	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['sevilla', 'sensatez', 'lucha', 'justicia', 'social', 'defensa', 'tierra', 'legado', 'acompañar', 'tierra', 'leve', 'querido', 'compañero']	@user194	La Sevilla que hoy conocemos tiene mucho de él. De su sensatez, de su lucha por la justicia social y de su defensa de nuestra tierra, un legado que nos acompañará para siempre. . Que la tierra te sea leve, querido compañero. Te echaremos mucho de menos.
12.0	0.1382	españa, gobierno, español, presidente, andalucia, cumplir, apoyo, contar, merecer, tierra, permitir, esfuerzo, punto, recuperar, alto, andaluz, junta, region, representar, historico	['honrar', 'padre', 'madre', 'abuel@', 'calle', 'tierra', 'reclamar', 'urna', 'andalucia', 'igualdad', 'españa', 'andaluz', 'andaluza', 'desear', 'feliz', 'diadeandalucia']	@user194	Hoy es un día para honrar a nuestros padres, madres y abuel@s que aquel #28F salieron a las calles de nuestra tierra para reclamar en las urnas una #Andalucía de primera e igualdad para toda España. A todos los andaluces y andaluzas os deseo un feliz #DíadeAndalucía.
9.0	0.1256	madrid, publico, pandemia, salud, comunidad, sanitario, medida, covid, sanidad, situacion, servicio, ayuso, crisis, unido, virus, dato, vacuna, evitar, profesional, falta	['voz', 'artista', 'profesional', 'sector', 'pandemia', 'flamenco', 'arte', 'gobierno', 'andaluz', 'medida', 'urgente', 'salvar', 'futuro', 'motor', 'economico', 'tierra']	@user194	La @user da voz a muchos artistas y profesionales del sector que con esta pandemia lo están pasando muy mal. El flamenco es mucho más que un arte, y desde el Gobierno andaluz se esperan medidas urgentes para salvar el futuro de este motor económico tan de nuestra tierra.
7.0	0.1104	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['derecho', 'voto', 'eleccionesandalucia', 'celebracion', 'comprometer', 'futuro', 'tierra', 'ilusion', 'responsabilidad', 'llamamiento', 'urna', 'var', 'toder', 'participar']	@user194	Ya he ejercido mi derecho al voto en las #EleccionesAndalucía. Hoy es un día de celebración, un día para comprometernos con el futuro de nuestra tierra, un día de mucha ilusión y de responsabilidad. Hago un llamamiento a las urnas, que vayamos tod@s y que participemos.
6.0	0.1173	ley, derecho, mujer, igualdad, violencia, lucha, educacion, vida, niño, hombre, luchar, joven, proteger, sociedad, menor, existir, vivienda, genero, minimo, clase	['gobierno', 'andaluz', 'anunciar', 'subida', 'precio', 'plaza', 'escuela', 'infantil', 'curso', 'derecha', 'ayudar', 'familia', 'fomentar', 'conciliacion', 'salvajada', 'engaño']	@user194	El Gobierno andaluz de [POLITICAL_PARTY] y [POLITICAL_PARTY] acaba de anunciar la subida del precio de las plazas en escuelas infantiles de 0 a 3 años para el próximo curso. ¿Ésta es la manera que tienen las derechas de ayudar a las familias y fomentar la conciliación? Una salvajada y un engaño más.
4.0	0.137	social, futuro, cambio, proyecto, necesitar, acuerdo, compromiso, real, oportunidad, avanzar, justo, camino, respuesta, objetivo, dialogo, economico, reto, pension, sistema, solucion	['modelo', 'educativo', 'españa', 'derecha', 'recortar', 'gobierno', 'apostar', 'publico', 'ocurrir', 'andalucia', 'decada', 'avance', 'bastar', 'derecha', 'colapso', 'sistema', 'educativo']	@user194	No hay 17 modelos educativos en España sino dos: el de la derecha que recorta y el de gobiernos [POLITICAL_PARTY] que apuestan por lo público. Y eso ocurre en Andalucía. Después de décadas de avance, ha bastado un año y medio de la derecha para el colapso de nuestro sistema educativo.
7.0	0.1651	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['enorme', 'copaacb', 'fuerte', 'enhorabuena', 'equipo', 'aficion', 'malagueño', 'martin', 'carpeno', 'fiesta', 'malaga', 'responder', 'cita', 'inloveconlacopa']	@user194	💚💜 Enorme la #CopaACB de nuestro @user que no ha podido en la final ante un @user muy fuerte 👉 Enhorabuena a todo el equipo y a la afición malagueña . 🔥 El Martín Carpena ha sido una fiesta y Málaga ha respondido a la cita como siempre 💪. 🏀 #InLoveConLaCopa
5.0	0.1643	libertad, defender, español, democracia, justicia, victima, pueblo, eta, historia, defensa, rey, odio, memoria, constitucion, acto, democratico, institucion, vasco, recordar, dignidad	['memoriahistorica', 'andalucia', 'homenaje', 'l@s', 'represaliad@', 'golpe', 'militar', 'dictadura', 'moreno', 'bonillo', 'enterrar', 'ley', 'memoria', 'partido', 'oponer', 'explicar', 'paralizar', 'abandonar', 'victima']	@user194	Hoy es el Día de la #MemoriaHistórica de Andalucía, en homenaje a l@s represaliad@s por el golpe militar y la Dictadura. Moreno Bonilla entierra una Ley de Memoria a la que ni él ni su partido se opusieron en 2017. Debería explicar por qué la paraliza y abandona a las víctimas.
12.0	0.1351	españa, gobierno, español, presidente, andalucia, cumplir, apoyo, contar, merecer, tierra, permitir, esfuerzo, punto, recuperar, alto, andaluz, junta, region, representar, historico	['peaje', 'ap-', 'cadiz', 'sevilla', 'justicia', 'andalucia', 'compromiso', 'gobierno', 'central', 'defensa', 'tierra', 'demostrar', 'promesa', 'aire']	@user194	En unas horas se acabará para siempre el peaje de la AP-4 entre #Cádiz y #Sevilla. Un hecho de justicia con #Andalucía que es posible gracias al compromiso del Gobierno central del @user. La defensa de esta tierra se demuestra con hechos, no con promesas en el aire.
7.0	0.1268	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['compañer@', 'cuevasbaja', 'regalar', 'honor', 'inaugurar', 'casa', 'pueblo', 'compartir', 'amig@', 'necesitar', 'fuerza', 'resultado', 'frener', 'derecha']	@user194	Mis compañer@s del [POLITICAL_PARTY] de #CuevasBajas me han regalado el honor de inaugurar su Casa del Pueblo y poder compartir parte de la tarde con amig@s [POLITICAL_PARTY]. Necesitamos toda la fuerza del @user para conseguir un gran resultado el #28A y #26M que frene a la derecha.
9.0	0.1448	madrid, publico, pandemia, salud, comunidad, sanitario, medida, covid, sanidad, situacion, servicio, ayuso, crisis, unido, virus, dato, vacuna, evitar, profesional, falta	['crisis', 'demostrar', 'salvar', 'sistema', 'publico', 'mano', 'tendido', 'gobierno', 'andaluz', 'linea', 'rojo', 'defensa', 'sanidad', 'publico', 'garantia', 'educacion', 'calidad', 'salvaguardar', 'publico']	@user194	En momentos de crisis se vuelve a demostrar que lo que nos salva es el sistema público. Por eso, en nuestra mano tendida al Gobierno andaluz sólo hay una línea roja: la defensa de una sanidad pública de garantías o una educación de calidad. Salvaguardar lo público, lo de todos.
8.0	0.1228	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['conmocionado', 'indignado', 'muerte', 'niño', 'playa', 'getar', 'algecira', 'falta', 'actividad', 'ilegal', 'estrecho', 'sembrar', 'temor', 'dolor', 'comarca']	@user194	Conmocionada e indignada por la muerte de un niño en la Playa de Getares, #Algeciras. Hay que poner, de una vez por todas, los medios que hagan falta para acabar con las actividades ilegales en el Estrecho, que siembran el temor y el dolor entre la buena gente de la Comarca.
8.0	0.1178	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['sede', 'roquetasdemar', 'amanecer', 'pintada', 'intolerante', 'frenar', 'lucha', 'memoriahistorica', 'demostrar', 'condena', 'acto', 'apoyo', 'compañer@']	@user194	La sede del @user en #RoquetasdeMar ha amanecido con pintadas de intolerantes que no frenarán la lucha por la #MemoriaHistórica en nuestro país. Esto demuestra que aún queda mucho por hacer. Mi condena a estos actos y mi apoyo a l@s compañer@s del @user.
1.0	0.1365	partido, votar, derecha, voto, eleccion, ganar, izquierda, perder, cataluña, gobernar, mayoria, campaña, interes, gobierno, favor, mocion, oposicion, catalan, pacto, pactar	['ambiente', 'cara', 'reparto', 'electoral', 'faneca', 'barrio', 'orden', 'huelva', 'voto', 'util', 'puerta', 'derecha', 'sumir', 'españa', 'merecer', 'hij@', 'niet@']	@user194	Buen ambiente de cara a este #28A en el reparto electoral con ML Faneca, @user y @user en el Barrio de la Orden de #Huelva. El único voto útil es el @user, lo demás abre la puerta a que las derechas sumen. Por la #España que merecen nuestr@s hij@s y niet@s.
9.0	0.1425	madrid, publico, pandemia, salud, comunidad, sanitario, medida, covid, sanidad, situacion, servicio, ayuso, crisis, unido, virus, dato, vacuna, evitar, profesional, falta	['vuelta', 'cole', 'andalucia', 'junta', 'presentar', 'deber', 'pretender', 'regreso', 'aula', 'condicion', 'urgente', 'bajar', 'ratio', 'articular', 'protocolo', 'sanitario']	@user194	En unas horas será la vuelta al cole en Andalucía y la Junta se ha presentado con los deberes sin hacer. No pueden pretender un regreso a las aulas en las mismas condiciones que en las que se fueron el 13 de marzo. Es urgente bajar la ratio a 20 y articular protocolos sanitarios.
0.0	0.107	gobierno, congreso, ministro, comision, europeo, pleno, diputado, presentar, explicar, gestion, apoyar, exigir, grupo, propuesta, debate, mesa, aprobar, alarma, consejo, presupuesto	['ministro', 'sanidad', 'salvador', 'mascarilla', 'estacion', 'ave', 'sesion', 'foto', 'comida', 'mesa', 'participar', 'cantabria', 'portada', 'dimitir']	@user211	El Ministro de Sanidad Salvador Illa sin mascarilla en la estación del AVE. Dice que era para una sesión de fotos. La comida con 11 en la mesa en la que participó en Cantabria sería para una portada de Hola. Por menos los hay que dimiten.
3.0	0.095	politica, politico, frente, mano, forma, realidad, demostrar, palabra, paso, responsabilidad, idea, libre, libro, respeto, escribir, servir, reconocer, articulo, discurso, orgullo	['actuar', 'magnifico', 'frente', 'gobierno', 'marrueco', 'chantaje', 'politico', 'morir', 'somoselejercito']	@user211	Así actúa nuestro magnífico @user frente al Gobierno de Marruecos que utiliza a sus ciudadanos como chantaje político, aunque muchos mueran.#SomosElEjército
0.0	0.1026	gobierno, congreso, ministro, comision, europeo, pleno, diputado, presentar, explicar, gestion, apoyar, exigir, grupo, propuesta, debate, mesa, aprobar, alarma, consejo, presupuesto	['union', 'europeo', 'cara', 'puigdemont', 'pena', 'escaño', 'vacio']	@user211	Qué grande @user en la Unión Europea diciéndole a la cara a Puigdemont lo que es, y qué pena ver al final los escaños vacíos.
11.0	0.1789	europa, fuerza, seguridad, canario, nacional, seguro, mantener, ayudar, foto, dificil, internacional, esperanza, puerta, guerra, agradecer, mostrar, condicion, solidaridad, labor, campo	['quinto', 'sexto', 'planta', 'sacerdote', 'edificio', 'explotar', 'herido', 'voluntario', 'desaparecido', 'explosion', 'caldera', 'edificio']	@user211	En la quinta y sexta planta vivían los sacerdotes del edificio que ha explotado. Entre ellos hay heridos, un voluntario desaparecido. Posible explosión de la caldera del edificio.
10.0	0.1453	caso, mentira, civil, verguenza, negar, cara, periodista, policia, juez, condenar, denunciar, razon, corrupcion, mentir, grave, cargo, informacion, prensa, tipo, falso	['robo', 'pica&amp', 'picar', 'agustin', 'guadalix', 'identificar', 'guardia', 'civil']	@user211	Intento de robo en el Pica&amp;Pica de San Agustín del Guadalix. Si alguien puede identificarlo que llame a la Guardia Civil al 062.
8.0	0.1063	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['detenido', 'paliza', 'chico', 'amorebieta', 'menor', 'antecedente', 'contar']	@user211	7 detenidos y habrán más por la paliza al chico de Amorebieta. 5 de ellos menores y los hay con antecedentes. Lo contamos en @user de @user en unos minutos.
5.0	0.1525	libertad, defender, español, democracia, justicia, victima, pueblo, eta, historia, defensa, rey, odio, memoria, constitucion, acto, democratico, institucion, vasco, recordar, dignidad	['levantar', 'junquera', 'liberar', 'preso', 'eta', 'cometer', 'atentado', 'cataluña']	@user211	'Levántate OK' a Junqueras: «Pides liberar a presos de ETA, que cometió el peor atentado en Cataluña»:
11.0	0.1046	europa, fuerza, seguridad, canario, nacional, seguro, mantener, ayudar, foto, dificil, internacional, esperanza, puerta, guerra, agradecer, mostrar, condicion, solidaridad, labor, campo	['analizar', 'muestra', 'adn', 'encontrado', 'bañera', 'casa', 'padre', 'niña', 'desaparecido', 'tenerife']	@user211	En unos minutos en @user de @user. Se analizan muestras de adn encontrados en la bañera de la casa del padre de las niñas desaparecidas en Tenerife.
1.0	0.1223	partido, votar, derecha, voto, eleccion, ganar, izquierda, perder, cataluña, gobernar, mayoria, campaña, interes, gobierno, favor, mocion, oposicion, catalan, pacto, pactar	['exmilitar', 'firmar', 'manifiesto', 'defensa', 'constitucion', 'firmar', 'gonzalez']	@user211	Más de 400 exmilitares firman un nuevo manifiesto en defensa de la Constitución . Si lo leéis lo firmaría hasta Felipe González.
3.0	0.0991	politica, politico, frente, mano, forma, realidad, demostrar, palabra, paso, responsabilidad, idea, libre, libro, respeto, escribir, servir, reconocer, articulo, discurso, orgullo	['programa', 'subir', 'audiencia', 'cargar', 'egm.', 'felicidad', 'directivo', 'cadena', 'inteligencia', 'empresarial']	@user211	El programa de @user en @user subió un 18% su audiencia antes de que se lo cargaran, según el último EGM. Felicidades a los directivos de la cadena por su inteligencia empresarial.
7.0	0.1141	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['felicidar', 'magnifico', 'abogado', 'liberacion', 'fianza', 'rafael', 'amargo', 'sostener', 'incautado', 'acusacion', 'organizacion', 'criminal', 'artista']	@user211	Felicidades al magnífico abogado @user por la liberación sin fianza de Rafael Amargo. No se sostiene por lo incautado la acusación de organización criminal. Iré a ver al artista al @user
12.0	0.104	españa, gobierno, español, presidente, andalucia, cumplir, apoyo, contar, merecer, tierra, permitir, esfuerzo, punto, recuperar, alto, andaluz, junta, region, representar, historico	['escrabir', 'privado', 'contar', 'damar', 'correo', 'telf']	@user211	@user Hola, escríbeme en privado, cuéntame y dame correo o telf. Algo haremos.
7.0	0.1047	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['multiplicar', 'multa', 'participar', 'fiesta', 'ilegal', 'toque', 'queda', 'pagar', 'contar']	@user211	¿Porqué se multiplican las multas por participar en fiestas ilegales con toque de queda ? ¿Se pagan? Hoy lo contamos en @user de @user
5.0	0.1245	libertad, defender, español, democracia, justicia, victima, pueblo, eta, historia, defensa, rey, odio, memoria, constitucion, acto, democratico, institucion, vasco, recordar, dignidad	['aprender', 'defensa', 'victima', 'terrorismo', 'labor']	@user211	Aprendí mucho esta mañana de la defensa de las víctimas del terrorismo. En @user hacéis una gran labor.
6.0	0.133	ley, derecho, mujer, igualdad, violencia, lucha, educacion, vida, niño, hombre, luchar, joven, proteger, sociedad, menor, existir, vivienda, genero, minimo, clase	['niño', 'colegio', 'niño', 'herido', 'leve', 'niño', 'anciano', 'residencia', 'fallecido']	@user211	Los niños si estaban en el colegio pero no hay más que un niño herido leve. Todos los niños y todos los ancianos de la residencia están bien. Se habla de dos fallecidos.
7.0	0.1453	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['placer', 'cordoba', 'pasion', 'promocionar']	@user211	@user @user @user @user @user @user @user @user Siempre es un placer hablar de Cordoba y escuchar la pasión que le pones al promocionarla.
8.0	0.1588	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['serra', 'mujer', 'policia', 'cocainomano', 'madre', 'hija', 'puta', 'luchar', 'mujer', 'perder', 'hijo', 'pistola', 'pegar', 'tiro']	@user211	Esto dijo Isa Serra a una mujer policía: “Eres cocainómana, mala madre, hija de puta, con todo lo que hemos luchado las mujeres, contigo se pierde todo. Tu hijo tendría que tener una pistola para pegarte un tiro”
2.0	0.1141	millon, empleo, pagar, plan, empresa, trabajador, sector, impuesto, fondo, euro, ayuda, economia, autonomo, crisis, subir, dinero, luz, EUR, paro, reforma	['taxi', 'madrid', 'ayuda', 'desesperado', 'ayuntamiento', 'corresponder', 'familia', 'trato', 'sector', 'olvido']	@user211	Hoy el taxi de Madrid pide ayuda desesperada a su Ayuntamiento y a quien corresponda. 25.000 familias no pueden más. El mismo trato que a otros sectores, no el olvido, como hasta ahora.
8.0	0.1026	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['venganza', 'soportar', 'pujolismo', 'revancha', 'partido', 'cinturon', 'sanitario', 'sentir', 'español', 'juez', 'marcheno']	@user211	@user venganza sería hacerle soportar a usted 25 años de Pujolismo, y revancha ponerle a su partido cinturones sanitarios por sentirse lo que es, español. El juez Marchena hizo bien su trabajo. Haga usted bien el suyo o váyase.
2.0	0.1493	millon, empleo, pagar, plan, empresa, trabajador, sector, impuesto, fondo, euro, ayuda, economia, autonomo, crisis, subir, dinero, luz, EUR, paro, reforma	['marlaska', 'gastar', 'EUR', 'dinero', 'publico', 'cinta', 'correr', 'fuerza', 'seg.', 'comprar', 'chaleco', 'dinero', 'bolsillo']	@user211	Marlaska se gasta 2700€ de dinero público en su cinta de correr y las fuerzas de seg. del Estado se han de comprar los chalecos con dinero de sus bolsillos.
9.0	0.1201	madrid, publico, pandemia, salud, comunidad, sanitario, medida, covid, sanidad, situacion, servicio, ayuso, crisis, unido, virus, dato, vacuna, evitar, profesional, falta	['terremoto', 'grado', 'afectar', 'zona', 'sur', 'comunidad', 'madrid']	@user211	¿Qué más nos puede pasar.? Un pequeño terremoto de 2,3 grados afecta a la zona sur de la Comunidad de Madrid via @user
0.0	0.1085	gobierno, congreso, ministro, comision, europeo, pleno, diputado, presentar, explicar, gestion, apoyar, exigir, grupo, propuesta, debate, mesa, aprobar, alarma, consejo, presupuesto	['sorprendido', 'debate', 'ayuso', 'flojo', 'gabilondo', 'incomodo', 'salsa', 'edmundo', 'solido', 'monico', 'nervioso', 'ganador', 'sorprendente', 'debate']	@user211	Sorprendido tras el debate: Ayuso muy floja, Gabilondo muy incómodo, Iglesias en su salsa, Edmundo muy sólido, Monica muy nerviosa y la ganadora para mi, Rocio Monasterio. Sorprendente debate.
8.0	0.1044	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['novedad', 'desaparicion', 'padre', 'hija', 'tenerife', 'contar']	@user211	Hay novedades en la desaparición de un padre con sus dos hijas en Tenerife. En unos minutos lo contamos en @user de @user
10.0	0.1104	caso, mentira, civil, verguenza, negar, cara, periodista, policia, juez, condenar, denunciar, razon, corrupcion, mentir, grave, cargo, informacion, prensa, tipo, falso	['investigar', 'asesino', 'niño', 'rioja', 'asesinato', 'mujer', 'zona', 'vecino', 'intencion', 'avisar', 'policia', 'contar']	@user211	Se investiga si el asesino del niño de 9 años en La Rioja está detrás de otros asesinatos de mujeres en la zona. Los vecinos sabían de sus intenciones y avisaron a la Policía. Lo contamos hoy en @user de @user
3.0	0.1006	politica, politico, frente, mano, forma, realidad, demostrar, palabra, paso, responsabilidad, idea, libre, libro, respeto, escribir, servir, reconocer, articulo, discurso, orgullo	['emular', 'guerra', 'civil', 'frente', 'ayuso', 'estertor', 'partido', 'caida', 'libre']	@user211	Ya ha conseguido emular la guerra civil otra vez: frente a Ayuso ¡¡No Pasarán!! Solo son estertores de un partido en caída libre como Podemos.
2.0	0.0932	millon, empleo, pagar, plan, empresa, trabajador, sector, impuesto, fondo, euro, ayuda, economia, autonomo, crisis, subir, dinero, luz, EUR, paro, reforma	['comentar', 'ayto']	@user211	@user @user @user @user @user @user @user @user @user Hoy lo comentamos y se lo paso al Ayto. Gracias!
5.0	0.1047	libertad, defender, español, democracia, justicia, victima, pueblo, eta, historia, defensa, rey, odio, memoria, constitucion, acto, democratico, institucion, vasco, recordar, dignidad	['desgobierno', 'generalitat', 'colau', 'luchar', 'libertad', 'expresion', 'levantar', 'grito', 'bastar']	@user211	El desgobierno de la Generalitat y Colau, dejando hacer. Tv3 diciendo que luchan “por la libertad de expresión”. Cuando Bcn se levantará al grito de BASTA YA
7.0	0.0977	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['punto', 'roquetasdemar', 'asistir', 'premioscirculorojo', 'premioscirculorojo', 'nominar', 'ensayo', 'elorigendelapandemia']	@user211	Todo a punto desde #RoquetasdeMar para asistir a la #PremiosCírculoRojo2021 . #PremiosCirculoRojo donde estoy nominado al al ensayo por #elorigendelapandemia
8.0	0.1066	familia, vida, amigo, compañero, casa, hijo, apoyo, recordar, padre, sentir, muerte, fuerte, morir, abrazo, madre, miedo, sufrir, paz, querido, pena	['asesino', 'niña', 'tenerife', 'plan', 'sufrir', 'madre', 'vida', 'contar', 'detalle']	@user211	El asesino de las niñas de Tenerife tenia un plan, hacer sufrir a la madre el resto de su vida. Contamos los detalles hoy en @user de @user
7.0	0.1511	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['magnifico', 'reflexion', 'diputado', 'parecido', 'goya', 'congreso', 'vida', 'rosa', 'francisco', 'goya']	@user211	Magnífica reflexión de @user, el diputado más parecido a Goya en el Congreso: La vida en rosa de Francisco de Goya. @user
2.0	0.1065	millon, empleo, pagar, plan, empresa, trabajador, sector, impuesto, fondo, euro, ayuda, economia, autonomo, crisis, subir, dinero, luz, EUR, paro, reforma	['gobierno', 'patriota', 'prometer', 'ayudar', 'subida', 'luz', 'historia']	@user211	Este es el gobierno patriota que prometía ayudar a la gente: la segunda mayor subida de la luz en su historia.
0.0	0.0897	gobierno, congreso, ministro, comision, europeo, pleno, diputado, presentar, explicar, gestion, apoyar, exigir, grupo, propuesta, debate, mesa, aprobar, alarma, consejo, presupuesto	['doblar', 'control', 'alcoholemia', 'madrid', 'nochevieja', 'contar']	@user211	Este fin de semana se doblan los controles de alcoholemia en Madrid, casi como en nochevieja. Lo contamos en unos minutos en @user de @user
3.0	0.0943	politica, politico, frente, mano, forma, realidad, demostrar, palabra, paso, responsabilidad, idea, libre, libro, respeto, escribir, servir, reconocer, articulo, discurso, orgullo	['nieto', 'alcalde', 'franquista', 'actor', 'amateur', 'notar', 'teatro', 'politica', 'copropietario', 'cadena', 'hotelero', 'construir', 'permiso', 'salou', 'president', 'indepe']	@user211	Nieto de un alcalde franquista y actor amateur, se le nota el teatro, en política desde los 16 años, fue copropietario de una cadena hotelera que sigue construyendo donde otros no consiguen permisos, como Salou. Y dice que será el President de todos,... de todos los Indepes claro
7.0	0.1062	calle, enhorabuena, equipo, feliz, celebrar, honor, alcalde, vecino, cultura, programa, obra, noche, provincia, suerte, participar, compartir, historia, acompañar, visitar, ayuntamiento	['magnifico', 'gestora', 'turismo', 'cordoba', 'mano']	@user211	@user @user @user Es magnífico hablar con gente que entiende de lo que habla. Eres una buena gestora y el turismo de Cordoba está en buenas manos.
10.0	0.1029	caso, mentira, civil, verguenza, negar, cara, periodista, policia, juez, condenar, denunciar, razon, corrupcion, mentir, grave, cargo, informacion, prensa, tipo, falso	['venganza', 'avisar', 'homenaje', 'azaña', 'pte', 'felicitar', 'gestion', 'residencia', 'actuar', 'mafia']	@user211	La venganza de Iglesias, irse sin avisar a Sánchez, el día del homenaje a Azaña. La del Pte “felicitarle” por la gran gestión de las residencias. Actúan los dos como una mafia.
